Trace1,
Freq,,Amp,,
            46666620,Hz,              -81.23, dBm,
            46999953,Hz,              -82.30, dBm,
            47333286,Hz,              -78.84, dBm,
            47666619,Hz,              -78.26, dBm,
            47999952,Hz,              -83.06, dBm,
            48333285,Hz,              -78.68, dBm,
            48666618,Hz,              -80.39, dBm,
            48999951,Hz,              -83.33, dBm,
            49333284,Hz,              -79.26, dBm,
            49666617,Hz,              -71.38, dBm,
            49999950,Hz,              -25.88, dBm,
            50333283,Hz,              -81.02, dBm,
            50666616,Hz,              -79.53, dBm,
            50999949,Hz,              -80.70, dBm,
            51333282,Hz,              -78.80, dBm,
            51666615,Hz,              -80.17, dBm,
            51999948,Hz,              -80.44, dBm,
            52333281,Hz,              -81.53, dBm,
            52666614,Hz,              -80.89, dBm,
            52999947,Hz,              -80.75, dBm,
            53333280,Hz,              -81.08, dBm,
            53666613,Hz,              -81.20, dBm,
            53999946,Hz,              -81.37, dBm,
            54333279,Hz,              -80.43, dBm,
            54666612,Hz,              -73.38, dBm,
            54999945,Hz,              -26.44, dBm,
            55333278,Hz,              -79.72, dBm,
            55666611,Hz,              -81.14, dBm,
            55999944,Hz,              -80.77, dBm,
            56333277,Hz,              -80.34, dBm,
            56666610,Hz,              -81.03, dBm,
            56999943,Hz,              -81.74, dBm,
            57333276,Hz,              -80.97, dBm,
            57666609,Hz,              -79.10, dBm,
            57999942,Hz,              -80.51, dBm,
            58333275,Hz,              -79.30, dBm,
            58666608,Hz,              -80.68, dBm,
            58999941,Hz,              -80.59, dBm,
            59333274,Hz,              -80.03, dBm,
            59666607,Hz,              -75.39, dBm,
            59999940,Hz,              -27.26, dBm,
            60333273,Hz,              -79.59, dBm,
            60666606,Hz,              -79.86, dBm,
            60999939,Hz,              -80.22, dBm,
            61333272,Hz,              -79.69, dBm,
            61666605,Hz,              -81.14, dBm,
            61999938,Hz,              -80.40, dBm,
            62333271,Hz,              -80.18, dBm,
            62666604,Hz,              -79.86, dBm,
            62999937,Hz,              -79.52, dBm,
            63333270,Hz,              -80.99, dBm,
            63666603,Hz,              -81.90, dBm,
            63999936,Hz,              -79.78, dBm,
            64333269,Hz,              -80.24, dBm,
            64666602,Hz,              -75.04, dBm,
            64999935,Hz,              -28.25, dBm,
            65333268,Hz,              -81.19, dBm,
            65666601,Hz,              -80.45, dBm,
            65999934,Hz,              -81.16, dBm,
            66333267,Hz,              -80.41, dBm,
            66666600,Hz,              -81.42, dBm,
            66999933,Hz,              -80.53, dBm,
            67333266,Hz,              -81.52, dBm,
            67666599,Hz,              -79.32, dBm,
            67999932,Hz,              -80.81, dBm,
            68333265,Hz,              -82.05, dBm,
            68666598,Hz,              -80.44, dBm,
            68999931,Hz,              -80.71, dBm,
            69333264,Hz,              -81.42, dBm,
            69666597,Hz,              -75.54, dBm,
            69999930,Hz,              -29.13, dBm,
            70333263,Hz,              -81.19, dBm,
            70666596,Hz,              -81.94, dBm,
            70999929,Hz,              -80.49, dBm,
            71333262,Hz,              -80.48, dBm,
            71666595,Hz,              -81.29, dBm,
            71999928,Hz,              -79.32, dBm,
            72333261,Hz,              -80.31, dBm,
            72666594,Hz,              -82.22, dBm,
            72999927,Hz,              -82.53, dBm,
            73333260,Hz,              -81.59, dBm,
            73666593,Hz,              -80.26, dBm,
            73999926,Hz,              -81.42, dBm,
            74333259,Hz,              -81.09, dBm,
            74666592,Hz,              -76.62, dBm,
            74999925,Hz,              -29.72, dBm,
            75333258,Hz,              -81.37, dBm,
            75666591,Hz,              -81.01, dBm,
            75999924,Hz,              -80.36, dBm,
            76333257,Hz,              -81.52, dBm,
            76666590,Hz,              -80.74, dBm,
            76999923,Hz,              -82.60, dBm,
            77333256,Hz,              -80.06, dBm,
            77666589,Hz,              -80.15, dBm,
            77999922,Hz,              -82.33, dBm,
            78333255,Hz,              -82.28, dBm,
            78666588,Hz,              -80.57, dBm,
            78999921,Hz,              -81.31, dBm,
            79333254,Hz,              -81.54, dBm,
            79666587,Hz,              -78.79, dBm,
            79999920,Hz,              -29.97, dBm,
            80333253,Hz,              -82.75, dBm,
            80666586,Hz,              -82.86, dBm,
            80999919,Hz,              -81.81, dBm,
            81333252,Hz,              -80.43, dBm,
            81666585,Hz,              -78.27, dBm,
            81999918,Hz,              -79.48, dBm,
            82333251,Hz,              -80.37, dBm,
            82666584,Hz,              -78.24, dBm,
            82999917,Hz,              -79.41, dBm,
            83333250,Hz,              -79.77, dBm,
            83666583,Hz,              -78.51, dBm,
            83999916,Hz,              -83.32, dBm,
            84333249,Hz,              -79.10, dBm,
            84666582,Hz,              -73.77, dBm,
            84999915,Hz,              -30.14, dBm,
            85333248,Hz,              -81.05, dBm,
            85666581,Hz,              -80.61, dBm,
            85999914,Hz,              -81.75, dBm,
            86333247,Hz,              -81.26, dBm,
            86666580,Hz,              -81.52, dBm,
            86999913,Hz,              -79.92, dBm,
            87333246,Hz,              -81.07, dBm,
            87666579,Hz,              -79.96, dBm,
            87999912,Hz,              -82.91, dBm,
            88333245,Hz,              -79.62, dBm,
            88666578,Hz,              -80.71, dBm,
            88999911,Hz,              -80.42, dBm,
            89333244,Hz,              -80.25, dBm,
            89666577,Hz,              -79.73, dBm,
            89999910,Hz,              -30.78, dBm,
            90333243,Hz,              -81.23, dBm,
            90666576,Hz,              -79.95, dBm,
            90999909,Hz,              -80.75, dBm,
            91333242,Hz,              -79.42, dBm,
            91666575,Hz,              -80.28, dBm,
            91999908,Hz,              -79.72, dBm,
            92333241,Hz,              -80.63, dBm,
            92666574,Hz,              -78.89, dBm,
            92999907,Hz,              -80.62, dBm,
            93333240,Hz,              -81.58, dBm,
            93666573,Hz,              -81.21, dBm,
            93999906,Hz,              -81.70, dBm,
            94333239,Hz,              -79.45, dBm,
            94666572,Hz,              -77.46, dBm,
            94999905,Hz,              -31.55, dBm,
            95333238,Hz,              -80.55, dBm,
            95666571,Hz,              -77.02, dBm,
            95999904,Hz,              -80.68, dBm,
            96333237,Hz,              -79.09, dBm,
            96666570,Hz,              -81.76, dBm,
            96999903,Hz,              -79.48, dBm,
            97333236,Hz,              -81.82, dBm,
            97666569,Hz,              -80.45, dBm,
            97999902,Hz,              -81.40, dBm,
            98333235,Hz,              -80.88, dBm,
            98666568,Hz,              -81.29, dBm,
            98999901,Hz,              -80.11, dBm,
            99333234,Hz,              -80.39, dBm,
            99666567,Hz,              -80.00, dBm,
            99999900,Hz,              -32.30, dBm,
           100333233,Hz,              -79.08, dBm,
           100666566,Hz,              -80.44, dBm,
           100999899,Hz,              -81.05, dBm,
           101333232,Hz,              -80.01, dBm,
           101666565,Hz,              -80.38, dBm,
           101999898,Hz,              -79.98, dBm,
           102333231,Hz,              -80.98, dBm,
           102666564,Hz,              -79.36, dBm,
           102999897,Hz,              -79.96, dBm,
           103333230,Hz,              -82.06, dBm,
           103666563,Hz,              -79.11, dBm,
           103999896,Hz,              -80.66, dBm,
           104333229,Hz,              -80.70, dBm,
           104666562,Hz,              -81.49, dBm,
           104999895,Hz,              -32.68, dBm,
           105333228,Hz,              -80.35, dBm,
           105666561,Hz,              -78.98, dBm,
           105999894,Hz,              -79.48, dBm,
           106333227,Hz,              -80.78, dBm,
           106666560,Hz,              -80.92, dBm,
           106999893,Hz,              -81.68, dBm,
           107333226,Hz,              -82.48, dBm,
           107666559,Hz,              -78.88, dBm,
           107999892,Hz,              -81.89, dBm,
           108333225,Hz,              -81.99, dBm,
           108666558,Hz,              -80.85, dBm,
           108999891,Hz,              -79.13, dBm,
           109333224,Hz,              -79.13, dBm,
           109666557,Hz,              -79.56, dBm,
           109999890,Hz,              -32.70, dBm,
           110333223,Hz,              -78.70, dBm,
           110666556,Hz,              -80.53, dBm,
           110999889,Hz,              -80.81, dBm,
           111333222,Hz,              -78.38, dBm,
           111666555,Hz,              -80.91, dBm,
           111999888,Hz,              -80.37, dBm,
           112333221,Hz,              -80.84, dBm,
           112666554,Hz,              -82.14, dBm,
           112999887,Hz,              -81.86, dBm,
           113333220,Hz,              -78.93, dBm,
           113666553,Hz,              -79.02, dBm,
           113999886,Hz,              -80.35, dBm,
           114333219,Hz,              -79.47, dBm,
           114666552,Hz,              -78.18, dBm,
           114999885,Hz,              -32.68, dBm,
           115333218,Hz,              -79.79, dBm,
           115666551,Hz,              -79.79, dBm,
           115999884,Hz,              -78.98, dBm,
           116333217,Hz,              -80.13, dBm,
           116666550,Hz,              -80.55, dBm,
           116999883,Hz,              -78.76, dBm,
           117333216,Hz,              -81.70, dBm,
           117666549,Hz,              -80.80, dBm,
           117999882,Hz,              -79.73, dBm,
           118333215,Hz,              -80.53, dBm,
           118666548,Hz,              -76.44, dBm,
           118999881,Hz,              -81.71, dBm,
           119333214,Hz,              -78.44, dBm,
           119666547,Hz,              -77.79, dBm,
           119999880,Hz,              -33.44, dBm,
           120333213,Hz,              -78.01, dBm,
           120666546,Hz,              -81.31, dBm,
           120999879,Hz,              -81.64, dBm,
           121333212,Hz,              -80.35, dBm,
           121666545,Hz,              -79.73, dBm,
           121999878,Hz,              -80.43, dBm,
           122333211,Hz,              -78.08, dBm,
           122666544,Hz,              -80.31, dBm,
           122999877,Hz,              -80.29, dBm,
           123333210,Hz,              -80.02, dBm,
           123666543,Hz,              -79.96, dBm,
           123999876,Hz,              -81.17, dBm,
           124333209,Hz,              -80.95, dBm,
           124666542,Hz,              -80.24, dBm,
           124999875,Hz,              -34.38, dBm,
           125333208,Hz,              -80.01, dBm,
           125666541,Hz,              -80.71, dBm,
           125999874,Hz,              -81.40, dBm,
           126333207,Hz,              -79.97, dBm,
           126666540,Hz,              -82.59, dBm,
           126999873,Hz,              -79.46, dBm,
           127333206,Hz,              -78.91, dBm,
           127666539,Hz,              -81.78, dBm,
           127999872,Hz,              -78.75, dBm,
           128333205,Hz,              -81.70, dBm,
           128666538,Hz,              -81.48, dBm,
           128999871,Hz,              -81.76, dBm,
           129333204,Hz,              -78.58, dBm,
           129666537,Hz,              -75.00, dBm,
           129999870,Hz,              -35.16, dBm,
           130333203,Hz,              -78.01, dBm,
           130666536,Hz,              -81.61, dBm,
           130999869,Hz,              -79.57, dBm,
           131333202,Hz,              -81.96, dBm,
           131666535,Hz,              -82.28, dBm,
           131999868,Hz,              -81.15, dBm,
           132333201,Hz,              -79.31, dBm,
           132666534,Hz,              -81.03, dBm,
           132999867,Hz,              -78.03, dBm,
           133333200,Hz,              -80.22, dBm,
           133666533,Hz,              -80.36, dBm,
           133999866,Hz,              -81.37, dBm,
           134333199,Hz,              -80.94, dBm,
           134666532,Hz,              -80.27, dBm,
           134999865,Hz,              -35.30, dBm,
           135333198,Hz,              -81.42, dBm,
           135666531,Hz,              -79.63, dBm,
           135999864,Hz,              -80.82, dBm,
           136333197,Hz,              -81.22, dBm,
           136666530,Hz,              -79.96, dBm,
           136999863,Hz,              -81.17, dBm,
           137333196,Hz,              -82.14, dBm,
           137666529,Hz,              -79.81, dBm,
           137999862,Hz,              -80.65, dBm,
           138333195,Hz,              -81.00, dBm,
           138666528,Hz,              -81.59, dBm,
           138999861,Hz,              -79.94, dBm,
           139333194,Hz,              -80.18, dBm,
           139666527,Hz,              -79.86, dBm,
           139999860,Hz,              -35.11, dBm,
           140333193,Hz,              -81.62, dBm,
           140666526,Hz,              -79.90, dBm,
           140999859,Hz,              -80.89, dBm,
           141333192,Hz,              -78.40, dBm,
           141666525,Hz,              -78.54, dBm,
           141999858,Hz,              -80.67, dBm,
           142333191,Hz,              -79.11, dBm,
           142666524,Hz,              -81.33, dBm,
           142999857,Hz,              -79.49, dBm,
           143333190,Hz,              -79.30, dBm,
           143666523,Hz,              -80.76, dBm,
           143999856,Hz,              -81.02, dBm,
           144333189,Hz,              -80.06, dBm,
           144666522,Hz,              -80.44, dBm,
           144999855,Hz,              -34.97, dBm,
           145333188,Hz,              -79.01, dBm,
           145666521,Hz,              -79.67, dBm,
           145999854,Hz,              -81.47, dBm,
           146333187,Hz,              -77.64, dBm,
           146666520,Hz,              -79.56, dBm,
           146999853,Hz,              -81.10, dBm,
           147333186,Hz,              -80.99, dBm,
           147666519,Hz,              -80.66, dBm,
           147999852,Hz,              -79.76, dBm,
           148333185,Hz,              -81.90, dBm,
           148666518,Hz,              -79.98, dBm,
           148999851,Hz,              -79.49, dBm,
           149333184,Hz,              -79.73, dBm,
           149666517,Hz,              -78.44, dBm,
           149999850,Hz,              -35.37, dBm,
           150333183,Hz,              -80.75, dBm,
           150666516,Hz,              -81.85, dBm,
           150999849,Hz,              -80.26, dBm,
           151333182,Hz,              -80.79, dBm,
           151666515,Hz,              -80.65, dBm,
           151999848,Hz,              -81.03, dBm,
           152333181,Hz,              -80.11, dBm,
           152666514,Hz,              -81.42, dBm,
           152999847,Hz,              -79.86, dBm,
           153333180,Hz,              -80.15, dBm,
           153666513,Hz,              -81.61, dBm,
           153999846,Hz,              -80.37, dBm,
           154333179,Hz,              -82.25, dBm,
           154666512,Hz,              -81.60, dBm,
           154999845,Hz,              -36.35, dBm,
           155333178,Hz,              -78.20, dBm,
           155666511,Hz,              -80.82, dBm,
           155999844,Hz,              -82.03, dBm,
           156333177,Hz,              -81.35, dBm,
           156666510,Hz,              -80.96, dBm,
           156999843,Hz,              -80.58, dBm,
           157333176,Hz,              -79.90, dBm,
           157666509,Hz,              -81.22, dBm,
           157999842,Hz,              -81.24, dBm,
           158333175,Hz,              -80.04, dBm,
           158666508,Hz,              -82.72, dBm,
           158999841,Hz,              -81.66, dBm,
           159333174,Hz,              -78.39, dBm,
           159666507,Hz,              -79.28, dBm,
           159999840,Hz,              -37.05, dBm,
           160333173,Hz,              -80.86, dBm,
           160666506,Hz,              -81.12, dBm,
           160999839,Hz,              -81.47, dBm,
           161333172,Hz,              -80.42, dBm,
           161666505,Hz,              -79.42, dBm,
           161999838,Hz,              -81.51, dBm,
           162333171,Hz,              -78.25, dBm,
           162666504,Hz,              -79.79, dBm,
           162999837,Hz,              -81.57, dBm,
           163333170,Hz,              -81.02, dBm,
           163666503,Hz,              -79.72, dBm,
           163999836,Hz,              -80.24, dBm,
           164333169,Hz,              -81.02, dBm,
           164666502,Hz,              -80.05, dBm,
           164999835,Hz,              -37.10, dBm,
           165333168,Hz,              -80.79, dBm,
           165666501,Hz,              -79.52, dBm,
           165999834,Hz,              -79.74, dBm,
           166333167,Hz,              -82.84, dBm,
           166666500,Hz,              -69.60, dBm,
           166999833,Hz,              -80.99, dBm,
           167333166,Hz,              -79.34, dBm,
           167666499,Hz,              -79.98, dBm,
           167999832,Hz,              -81.49, dBm,
           168333165,Hz,              -80.91, dBm,
           168666498,Hz,              -80.76, dBm,
           168999831,Hz,              -79.63, dBm,
           169333164,Hz,              -81.64, dBm,
           169666497,Hz,              -78.42, dBm,
           169999830,Hz,              -36.78, dBm,
           170333163,Hz,              -80.75, dBm,
           170666496,Hz,              -80.52, dBm,
           170999829,Hz,              -79.74, dBm,
           171333162,Hz,              -82.86, dBm,
           171666495,Hz,              -80.54, dBm,
           171999828,Hz,              -80.09, dBm,
           172333161,Hz,              -80.30, dBm,
           172666494,Hz,              -81.17, dBm,
           172999827,Hz,              -80.43, dBm,
           173333160,Hz,              -80.00, dBm,
           173666493,Hz,              -82.21, dBm,
           173999826,Hz,              -78.97, dBm,
           174333159,Hz,              -78.84, dBm,
           174666492,Hz,              -79.12, dBm,
           174999825,Hz,              -36.55, dBm,
           175333158,Hz,              -81.94, dBm,
           175666491,Hz,              -78.83, dBm,
           175999824,Hz,              -79.74, dBm,
           176333157,Hz,              -81.73, dBm,
           176666490,Hz,              -81.21, dBm,
           176999823,Hz,              -81.33, dBm,
           177333156,Hz,              -81.76, dBm,
           177666489,Hz,              -80.19, dBm,
           177999822,Hz,              -81.83, dBm,
           178333155,Hz,              -79.07, dBm,
           178666488,Hz,              -81.79, dBm,
           178999821,Hz,              -80.26, dBm,
           179333154,Hz,              -80.42, dBm,
           179666487,Hz,              -80.33, dBm,
           179999820,Hz,              -37.11, dBm,
           180333153,Hz,              -81.55, dBm,
           180666486,Hz,              -81.76, dBm,
           180999819,Hz,              -80.21, dBm,
           181333152,Hz,              -76.97, dBm,
           181666485,Hz,              -81.65, dBm,
           181999818,Hz,              -80.26, dBm,
           182333151,Hz,              -79.65, dBm,
           182666484,Hz,              -81.22, dBm,
           182999817,Hz,              -81.81, dBm,
           183333150,Hz,              -79.58, dBm,
           183666483,Hz,              -79.57, dBm,
           183999816,Hz,              -80.47, dBm,
           184333149,Hz,              -78.18, dBm,
           184666482,Hz,              -79.92, dBm,
           184999815,Hz,              -38.37, dBm,
           185333148,Hz,              -79.67, dBm,
           185666481,Hz,              -82.23, dBm,
           185999814,Hz,              -80.87, dBm,
           186333147,Hz,              -79.13, dBm,
           186666480,Hz,              -81.50, dBm,
           186999813,Hz,              -79.27, dBm,
           187333146,Hz,              -80.27, dBm,
           187666479,Hz,              -80.71, dBm,
           187999812,Hz,              -78.94, dBm,
           188333145,Hz,              -79.47, dBm,
           188666478,Hz,              -80.36, dBm,
           188999811,Hz,              -79.97, dBm,
           189333144,Hz,              -78.56, dBm,
           189666477,Hz,              -79.66, dBm,
           189999810,Hz,              -38.98, dBm,
           190333143,Hz,              -80.30, dBm,
           190666476,Hz,              -81.56, dBm,
           190999809,Hz,              -81.93, dBm,
           191333142,Hz,              -81.09, dBm,
           191666475,Hz,              -79.98, dBm,
           191999808,Hz,              -77.59, dBm,
           192333141,Hz,              -79.74, dBm,
           192666474,Hz,              -81.68, dBm,
           192999807,Hz,              -80.11, dBm,
           193333140,Hz,              -80.42, dBm,
           193666473,Hz,              -80.77, dBm,
           193999806,Hz,              -79.98, dBm,
           194333139,Hz,              -82.23, dBm,
           194666472,Hz,              -81.20, dBm,
           194999805,Hz,              -38.94, dBm,
           195333138,Hz,              -80.65, dBm,
           195666471,Hz,              -80.94, dBm,
           195999804,Hz,              -79.14, dBm,
           196333137,Hz,              -78.08, dBm,
           196666470,Hz,              -81.66, dBm,
           196999803,Hz,              -81.09, dBm,
           197333136,Hz,              -81.77, dBm,
           197666469,Hz,              -81.35, dBm,
           197999802,Hz,              -81.45, dBm,
           198333135,Hz,              -80.24, dBm,
           198666468,Hz,              -83.02, dBm,
           198999801,Hz,              -81.39, dBm,
           199333134,Hz,              -80.63, dBm,
           199666467,Hz,              -78.86, dBm,
           199999800,Hz,              -37.51, dBm,
