Frequency_MHz,Amplitude_dBm
1.856733949999999993e+02,-8.118999999999999773e+01
1.860065610000000049e+02,-8.009000000000000341e+01
1.863397270000000105e+02,-8.103000000000000114e+01
1.866728929999999878e+02,-8.045000000000000284e+01
1.870060589999999934e+02,-7.860999999999999943e+01
1.873392249999999990e+02,-8.118000000000000682e+01
1.876723910000000046e+02,-8.087000000000000455e+01
1.880055570000000102e+02,-7.831999999999999318e+01
1.883387229999999875e+02,-8.137000000000000455e+01
1.886718889999999931e+02,-8.159000000000000341e+01
1.890050549999999987e+02,-8.067000000000000171e+01
1.893382210000000043e+02,-8.120000000000000284e+01
1.896713870000000099e+02,-8.182999999999999829e+01
1.900045529999999872e+02,-8.046999999999999886e+01
1.903377189999999928e+02,-7.906999999999999318e+01
1.906708849999999984e+02,-8.075000000000000000e+01
1.910040510000000040e+02,-8.084000000000000341e+01
1.913372170000000096e+02,-8.220999999999999375e+01
1.916703829999999869e+02,-8.201000000000000512e+01
1.920035489999999925e+02,-8.045000000000000284e+01
1.923367149999999981e+02,-8.062000000000000455e+01
1.926698810000000037e+02,-8.148000000000000398e+01
1.930030470000000093e+02,-7.962000000000000455e+01
1.933362129999999866e+02,-8.056999999999999318e+01
1.936693789999999922e+02,-8.265999999999999659e+01
1.940025449999999978e+02,-7.976000000000000512e+01
1.943357110000000034e+02,-8.140000000000000568e+01
1.946688770000000090e+02,-8.042000000000000171e+01
1.950020429999999863e+02,-8.178000000000000114e+01
1.953352089999999919e+02,-7.956999999999999318e+01
1.956683749999999975e+02,-7.914000000000000057e+01
1.960015410000000031e+02,-8.028000000000000114e+01
1.963347070000000087e+02,-7.942000000000000171e+01
1.966678729999999860e+02,-8.037000000000000455e+01
1.970010389999999916e+02,-8.095999999999999375e+01
1.973342049999999972e+02,-7.998999999999999488e+01
1.976673710000000028e+02,-7.957999999999999829e+01
1.980005370000000084e+02,-8.026999999999999602e+01
1.983337030000000141e+02,-8.173999999999999488e+01
1.986668689999999913e+02,-8.104000000000000625e+01
1.990000349999999969e+02,-7.931999999999999318e+01
1.993332010000000025e+02,-7.993999999999999773e+01
1.996663670000000081e+02,-8.068000000000000682e+01
1.999995330000000138e+02,-4.928000000000000114e+01
