Trace1,
Freq,,Amp,,
           178333262,Hz,              -80.07, dBm,
           179999928,Hz,              -79.11, dBm,
           181666594,Hz,              -79.46, dBm,
           183333260,Hz,              -79.15, dBm,
           184999926,Hz,              -79.53, dBm,
           186666592,Hz,              -78.80, dBm,
           188333258,Hz,              -78.30, dBm,
           189999924,Hz,              -78.54, dBm,
           191666590,Hz,              -78.59, dBm,
           193333256,Hz,              -77.88, dBm,
           194999922,Hz,              -79.31, dBm,
           196666588,Hz,              -79.15, dBm,
           198333254,Hz,              -79.92, dBm,
           199999920,Hz,              -50.15, dBm,
           201666586,Hz,              -80.72, dBm,
           203333252,Hz,              -78.62, dBm,
           204999918,Hz,              -77.23, dBm,
           206666584,Hz,              -80.28, dBm,
           208333250,Hz,              -80.08, dBm,
           209999916,Hz,              -78.27, dBm,
           211666582,Hz,              -79.18, dBm,
           213333248,Hz,              -78.39, dBm,
           214999914,Hz,              -77.86, dBm,
           216666580,Hz,              -78.52, dBm,
           218333246,Hz,              -77.35, dBm,
           219999912,Hz,              -78.65, dBm,
           221666578,Hz,              -78.96, dBm,
           223333244,Hz,              -75.23, dBm,
           224999910,Hz,              -29.24, dBm,
           226666576,Hz,              -76.93, dBm,
           228333242,Hz,              -79.65, dBm,
           229999908,Hz,              -79.07, dBm,
           231666574,Hz,              -79.94, dBm,
           233333240,Hz,              -69.10, dBm,
           234999906,Hz,              -80.07, dBm,
           236666572,Hz,              -78.86, dBm,
           238333238,Hz,              -77.25, dBm,
           239999904,Hz,              -79.04, dBm,
           241666570,Hz,              -78.62, dBm,
           243333236,Hz,              -79.63, dBm,
           244999902,Hz,              -77.00, dBm,
           246666568,Hz,              -78.73, dBm,
           248333234,Hz,              -80.96, dBm,
           249999900,Hz,              -53.69, dBm,
           251666566,Hz,              -80.89, dBm,
           253333232,Hz,              -78.44, dBm,
           254999898,Hz,              -78.77, dBm,
           256666564,Hz,              -78.31, dBm,
           258333230,Hz,              -78.57, dBm,
           259999896,Hz,              -79.75, dBm,
           261666562,Hz,              -79.70, dBm,
           263333228,Hz,              -80.04, dBm,
           264999894,Hz,              -79.12, dBm,
           266666560,Hz,              -78.47, dBm,
           268333226,Hz,              -78.79, dBm,
           269999892,Hz,              -80.59, dBm,
           271666558,Hz,              -78.44, dBm,
           273333224,Hz,              -79.67, dBm,
           274999890,Hz,              -34.30, dBm,
           276666556,Hz,              -78.12, dBm,
           278333222,Hz,              -79.82, dBm,
           279999888,Hz,              -77.84, dBm,
           281666554,Hz,              -79.65, dBm,
           283333220,Hz,              -78.71, dBm,
           284999886,Hz,              -79.24, dBm,
           286666552,Hz,              -79.62, dBm,
           288333218,Hz,              -78.01, dBm,
           289999884,Hz,              -79.33, dBm,
           291666550,Hz,              -79.72, dBm,
           293333216,Hz,              -80.98, dBm,
           294999882,Hz,              -77.98, dBm,
           296666548,Hz,              -79.08, dBm,
           298333214,Hz,              -79.48, dBm,
           299999880,Hz,              -49.54, dBm,
           301666546,Hz,              -80.44, dBm,
           303333212,Hz,              -78.90, dBm,
           304999878,Hz,              -80.01, dBm,
           306666544,Hz,              -80.40, dBm,
           308333210,Hz,              -79.63, dBm,
           309999876,Hz,              -80.47, dBm,
           311666542,Hz,              -77.62, dBm,
           313333208,Hz,              -79.03, dBm,
           314999874,Hz,              -79.55, dBm,
           316666540,Hz,              -79.36, dBm,
           318333206,Hz,              -79.77, dBm,
           319999872,Hz,              -78.75, dBm,
           321666538,Hz,              -80.61, dBm,
           323333204,Hz,              -79.08, dBm,
           324999870,Hz,              -39.11, dBm,
           326666536,Hz,              -77.96, dBm,
           328333202,Hz,              -78.70, dBm,
           329999868,Hz,              -78.09, dBm,
           331666534,Hz,              -78.73, dBm,
           333333200,Hz,              -78.32, dBm,
           334999866,Hz,              -78.90, dBm,
           336666532,Hz,              -79.00, dBm,
           338333198,Hz,              -78.04, dBm,
           339999864,Hz,              -80.06, dBm,
           341666530,Hz,              -80.42, dBm,
           343333196,Hz,              -78.40, dBm,
           344999862,Hz,              -78.96, dBm,
           346666528,Hz,              -78.21, dBm,
           348333194,Hz,              -80.14, dBm,
           349999860,Hz,              -64.34, dBm,
           351666526,Hz,              -77.54, dBm,
           353333192,Hz,              -79.52, dBm,
           354999858,Hz,              -78.09, dBm,
           356666524,Hz,              -79.22, dBm,
           358333190,Hz,              -79.23, dBm,
           359999856,Hz,              -78.00, dBm,
           361666522,Hz,              -79.96, dBm,
           363333188,Hz,              -78.54, dBm,
           364999854,Hz,              -79.67, dBm,
           366666520,Hz,              -76.98, dBm,
           368333186,Hz,              -79.12, dBm,
           369999852,Hz,              -78.77, dBm,
           371666518,Hz,              -78.71, dBm,
           373333184,Hz,              -78.26, dBm,
           374999850,Hz,              -48.68, dBm,
           376666516,Hz,              -79.21, dBm,
           378333182,Hz,              -78.97, dBm,
           379999848,Hz,              -80.64, dBm,
           381666514,Hz,              -78.40, dBm,
           383333180,Hz,              -78.80, dBm,
           384999846,Hz,              -77.39, dBm,
           386666512,Hz,              -80.31, dBm,
           388333178,Hz,              -78.70, dBm,
           389999844,Hz,              -78.90, dBm,
           391666510,Hz,              -80.16, dBm,
           393333176,Hz,              -78.22, dBm,
           394999842,Hz,              -77.43, dBm,
           396666508,Hz,              -79.20, dBm,
           398333174,Hz,              -79.84, dBm,
           399999840,Hz,              -60.69, dBm,
           401666506,Hz,              -79.74, dBm,
           403333172,Hz,              -79.35, dBm,
           404999838,Hz,              -79.14, dBm,
           406666504,Hz,              -78.97, dBm,
           408333170,Hz,              -78.28, dBm,
           409999836,Hz,              -80.34, dBm,
           411666502,Hz,              -79.36, dBm,
           413333168,Hz,              -80.97, dBm,
           414999834,Hz,              -78.15, dBm,
           416666500,Hz,              -79.70, dBm,
           418333166,Hz,              -78.39, dBm,
           419999832,Hz,              -79.52, dBm,
           421666498,Hz,              -79.78, dBm,
           423333164,Hz,              -78.59, dBm,
           424999830,Hz,              -66.48, dBm,
           426666496,Hz,              -79.44, dBm,
           428333162,Hz,              -77.34, dBm,
           429999828,Hz,              -79.21, dBm,
           431666494,Hz,              -80.10, dBm,
           433333160,Hz,              -77.65, dBm,
           434999826,Hz,              -78.79, dBm,
           436666492,Hz,              -79.34, dBm,
           438333158,Hz,              -79.67, dBm,
           439999824,Hz,              -78.29, dBm,
           441666490,Hz,              -78.75, dBm,
           443333156,Hz,              -78.82, dBm,
           444999822,Hz,              -79.89, dBm,
           446666488,Hz,              -78.26, dBm,
           448333154,Hz,              -77.20, dBm,
           449999820,Hz,              -69.39, dBm,
           451666486,Hz,              -78.31, dBm,
           453333152,Hz,              -80.03, dBm,
           454999818,Hz,              -78.65, dBm,
           456666484,Hz,              -78.34, dBm,
           458333150,Hz,              -77.18, dBm,
           459999816,Hz,              -78.37, dBm,
           461666482,Hz,              -79.15, dBm,
           463333148,Hz,              -78.99, dBm,
           464999814,Hz,              -79.80, dBm,
           466666480,Hz,              -79.64, dBm,
           468333146,Hz,              -77.95, dBm,
           469999812,Hz,              -79.34, dBm,
           471666478,Hz,              -79.24, dBm,
           473333144,Hz,              -77.81, dBm,
           474999810,Hz,              -63.52, dBm,
           476666476,Hz,              -78.74, dBm,
           478333142,Hz,              -78.79, dBm,
           479999808,Hz,              -79.83, dBm,
           481666474,Hz,              -79.35, dBm,
           483333140,Hz,              -78.21, dBm,
           484999806,Hz,              -77.69, dBm,
           486666472,Hz,              -77.50, dBm,
           488333138,Hz,              -77.39, dBm,
           489999804,Hz,              -78.65, dBm,
           491666470,Hz,              -78.15, dBm,
           493333136,Hz,              -79.30, dBm,
           494999802,Hz,              -77.86, dBm,
           496666468,Hz,              -78.68, dBm,
           498333134,Hz,              -78.27, dBm,
           499999800,Hz,              -70.47, dBm,
           501666466,Hz,              -78.27, dBm,
           503333132,Hz,              -79.26, dBm,
           504999798,Hz,              -78.10, dBm,
           506666464,Hz,              -78.42, dBm,
           508333130,Hz,              -77.47, dBm,
           509999796,Hz,              -79.07, dBm,
           511666462,Hz,              -78.76, dBm,
           513333128,Hz,              -79.36, dBm,
           514999794,Hz,              -77.05, dBm,
           516666460,Hz,              -77.19, dBm,
           518333126,Hz,              -78.39, dBm,
           519999792,Hz,              -78.99, dBm,
           521666458,Hz,              -79.78, dBm,
           523333124,Hz,              -78.12, dBm,
           524999790,Hz,              -63.21, dBm,
           526666456,Hz,              -79.15, dBm,
           528333122,Hz,              -78.13, dBm,
           529999788,Hz,              -79.64, dBm,
           531666454,Hz,              -78.45, dBm,
           533333120,Hz,              -78.83, dBm,
           534999786,Hz,              -78.70, dBm,
           536666452,Hz,              -79.31, dBm,
           538333118,Hz,              -77.51, dBm,
           539999784,Hz,              -80.28, dBm,
           541666450,Hz,              -77.10, dBm,
           543333116,Hz,              -78.54, dBm,
           544999782,Hz,              -79.05, dBm,
           546666448,Hz,              -78.12, dBm,
           548333114,Hz,              -78.35, dBm,
           549999780,Hz,              -66.08, dBm,
           551666446,Hz,              -79.64, dBm,
           553333112,Hz,              -79.40, dBm,
           554999778,Hz,              -79.31, dBm,
           556666444,Hz,              -79.33, dBm,
           558333110,Hz,              -79.54, dBm,
           559999776,Hz,              -79.04, dBm,
           561666442,Hz,              -79.58, dBm,
           563333108,Hz,              -78.31, dBm,
           564999774,Hz,              -80.08, dBm,
           566666440,Hz,              -80.08, dBm,
           568333106,Hz,              -78.14, dBm,
           569999772,Hz,              -78.64, dBm,
           571666438,Hz,              -78.49, dBm,
           573333104,Hz,              -79.28, dBm,
           574999770,Hz,              -69.56, dBm,
           576666436,Hz,              -78.82, dBm,
           578333102,Hz,              -79.35, dBm,
           579999768,Hz,              -78.76, dBm,
           581666434,Hz,              -78.83, dBm,
           583333100,Hz,              -77.43, dBm,
           584999766,Hz,              -78.30, dBm,
           586666432,Hz,              -79.35, dBm,
           588333098,Hz,              -77.08, dBm,
           589999764,Hz,              -76.99, dBm,
           591666430,Hz,              -78.79, dBm,
           593333096,Hz,              -77.80, dBm,
           594999762,Hz,              -79.47, dBm,
           596666428,Hz,              -78.62, dBm,
           598333094,Hz,              -78.07, dBm,
           599999760,Hz,              -65.60, dBm,
           601666426,Hz,              -77.64, dBm,
           603333092,Hz,              -78.00, dBm,
           604999758,Hz,              -78.36, dBm,
           606666424,Hz,              -78.73, dBm,
           608333090,Hz,              -79.92, dBm,
           609999756,Hz,              -78.51, dBm,
           611666422,Hz,              -78.21, dBm,
           613333088,Hz,              -78.47, dBm,
           614999754,Hz,              -79.34, dBm,
           616666420,Hz,              -78.23, dBm,
           618333086,Hz,              -78.36, dBm,
           619999752,Hz,              -77.45, dBm,
           621666418,Hz,              -78.90, dBm,
           623333084,Hz,              -78.34, dBm,
           624999750,Hz,              -70.90, dBm,
           626666416,Hz,              -77.55, dBm,
           628333082,Hz,              -78.68, dBm,
           629999748,Hz,              -78.11, dBm,
           631666414,Hz,              -78.34, dBm,
           633333080,Hz,              -76.49, dBm,
           634999746,Hz,              -79.17, dBm,
           636666412,Hz,              -77.29, dBm,
           638333078,Hz,              -78.46, dBm,
           639999744,Hz,              -78.95, dBm,
           641666410,Hz,              -77.86, dBm,
           643333076,Hz,              -78.48, dBm,
           644999742,Hz,              -78.84, dBm,
           646666408,Hz,              -77.82, dBm,
           648333074,Hz,              -79.27, dBm,
           649999740,Hz,              -63.52, dBm,
           651666406,Hz,              -78.84, dBm,
           653333072,Hz,              -77.41, dBm,
           654999738,Hz,              -79.31, dBm,
           656666404,Hz,              -77.47, dBm,
           658333070,Hz,              -76.80, dBm,
           659999736,Hz,              -78.29, dBm,
           661666402,Hz,              -77.21, dBm,
           663333068,Hz,              -77.66, dBm,
           664999734,Hz,              -78.74, dBm,
           666666400,Hz,              -78.40, dBm,
           668333066,Hz,              -78.99, dBm,
           669999732,Hz,              -76.85, dBm,
           671666398,Hz,              -79.03, dBm,
           673333064,Hz,              -77.02, dBm,
           674999730,Hz,              -69.15, dBm,
           676666396,Hz,              -79.56, dBm,
           678333062,Hz,              -77.30, dBm,
           679999728,Hz,              -79.11, dBm,
           681666394,Hz,              -77.36, dBm,
           683333060,Hz,              -77.42, dBm,
           684999726,Hz,              -76.47, dBm,
           686666392,Hz,              -78.09, dBm,
           688333058,Hz,              -76.84, dBm,
           689999724,Hz,              -77.64, dBm,
           691666390,Hz,              -77.82, dBm,
           693333056,Hz,              -76.56, dBm,
           694999722,Hz,              -76.12, dBm,
           696666388,Hz,              -76.55, dBm,
           698333054,Hz,              -77.96, dBm,
           699999720,Hz,              -63.53, dBm,
           701666386,Hz,              -77.23, dBm,
           703333052,Hz,              -77.17, dBm,
           704999718,Hz,              -77.51, dBm,
           706666384,Hz,              -77.25, dBm,
           708333050,Hz,              -77.14, dBm,
           709999716,Hz,              -77.58, dBm,
           711666382,Hz,              -77.49, dBm,
           713333048,Hz,              -76.78, dBm,
           714999714,Hz,              -77.89, dBm,
           716666380,Hz,              -76.27, dBm,
           718333046,Hz,              -79.03, dBm,
           719999712,Hz,              -77.53, dBm,
           721666378,Hz,              -76.49, dBm,
           723333044,Hz,              -78.68, dBm,
           724999710,Hz,              -71.64, dBm,
           726666376,Hz,              -77.62, dBm,
           728333042,Hz,              -78.92, dBm,
           729999708,Hz,              -78.50, dBm,
           731666374,Hz,              -78.59, dBm,
           733333040,Hz,              -78.61, dBm,
           734999706,Hz,              -77.46, dBm,
           736666372,Hz,              -77.82, dBm,
           738333038,Hz,              -78.10, dBm,
           739999704,Hz,              -77.25, dBm,
           741666370,Hz,              -78.90, dBm,
           743333036,Hz,              -77.63, dBm,
           744999702,Hz,              -78.56, dBm,
           746666368,Hz,              -77.76, dBm,
           748333034,Hz,              -77.43, dBm,
           749999700,Hz,              -66.69, dBm,
           751666366,Hz,              -78.59, dBm,
           753333032,Hz,              -78.41, dBm,
           754999698,Hz,              -78.89, dBm,
           756666364,Hz,              -76.59, dBm,
           758333030,Hz,              -77.16, dBm,
           759999696,Hz,              -78.13, dBm,
           761666362,Hz,              -78.42, dBm,
           763333028,Hz,              -76.10, dBm,
           764999694,Hz,              -78.95, dBm,
           766666360,Hz,              -78.45, dBm,
           768333026,Hz,              -78.55, dBm,
           769999692,Hz,              -77.26, dBm,
           771666358,Hz,              -78.81, dBm,
           773333024,Hz,              -77.44, dBm,
           774999690,Hz,              -72.95, dBm,
           776666356,Hz,              -78.06, dBm,
           778333022,Hz,              -76.52, dBm,
           779999688,Hz,              -78.02, dBm,
           781666354,Hz,              -79.01, dBm,
           783333020,Hz,              -77.34, dBm,
           784999686,Hz,              -76.88, dBm,
           786666352,Hz,              -77.56, dBm,
           788333018,Hz,              -76.73, dBm,
           789999684,Hz,              -77.44, dBm,
           791666350,Hz,              -78.06, dBm,
           793333016,Hz,              -78.35, dBm,
           794999682,Hz,              -78.55, dBm,
           796666348,Hz,              -77.97, dBm,
           798333014,Hz,              -77.53, dBm,
           799999680,Hz,              -70.85, dBm,
           801666346,Hz,              -76.68, dBm,
           803333012,Hz,              -78.24, dBm,
           804999678,Hz,              -78.63, dBm,
           806666344,Hz,              -78.06, dBm,
           808333010,Hz,              -77.72, dBm,
           809999676,Hz,              -79.04, dBm,
           811666342,Hz,              -78.43, dBm,
           813333008,Hz,              -78.10, dBm,
           814999674,Hz,              -78.02, dBm,
           816666340,Hz,              -77.82, dBm,
           818333006,Hz,              -78.92, dBm,
           819999672,Hz,              -77.33, dBm,
           821666338,Hz,              -77.95, dBm,
           823333004,Hz,              -78.01, dBm,
           824999670,Hz,              -73.49, dBm,
           826666336,Hz,              -78.38, dBm,
           828333002,Hz,              -77.75, dBm,
           829999668,Hz,              -77.61, dBm,
           831666334,Hz,              -77.18, dBm,
           833333000,Hz,              -76.73, dBm,
           834999666,Hz,              -76.76, dBm,
           836666332,Hz,              -77.57, dBm,
           838332998,Hz,              -78.76, dBm,
           839999664,Hz,              -78.21, dBm,
           841666330,Hz,              -77.42, dBm,
           843332996,Hz,              -77.35, dBm,
           844999662,Hz,              -78.78, dBm,
           846666328,Hz,              -79.50, dBm,
           848332994,Hz,              -77.70, dBm,
           849999660,Hz,              -72.69, dBm,
           851666326,Hz,              -77.71, dBm,
           853332992,Hz,              -78.23, dBm,
           854999658,Hz,              -77.18, dBm,
           856666324,Hz,              -77.88, dBm,
           858332990,Hz,              -77.26, dBm,
           859999656,Hz,              -77.74, dBm,
           861666322,Hz,              -77.83, dBm,
           863332988,Hz,              -76.26, dBm,
           864999654,Hz,              -78.25, dBm,
           866666320,Hz,              -78.21, dBm,
           868332986,Hz,              -78.53, dBm,
           869999652,Hz,              -77.78, dBm,
           871666318,Hz,              -78.34, dBm,
           873332984,Hz,              -77.88, dBm,
           874999650,Hz,              -75.65, dBm,
           876666316,Hz,              -78.01, dBm,
           878332982,Hz,              -77.98, dBm,
           879999648,Hz,              -77.17, dBm,
           881666314,Hz,              -77.34, dBm,
           883332980,Hz,              -76.36, dBm,
           884999646,Hz,              -75.92, dBm,
           886666312,Hz,              -77.01, dBm,
           888332978,Hz,              -77.18, dBm,
           889999644,Hz,              -76.75, dBm,
           891666310,Hz,              -79.32, dBm,
           893332976,Hz,              -78.28, dBm,
           894999642,Hz,              -77.08, dBm,
           896666308,Hz,              -75.28, dBm,
           898332974,Hz,              -77.55, dBm,
           899999640,Hz,              -77.87, dBm,
           901666306,Hz,              -77.81, dBm,
           903332972,Hz,              -77.30, dBm,
           904999638,Hz,              -79.20, dBm,
           906666304,Hz,              -77.61, dBm,
           908332970,Hz,              -78.83, dBm,
           909999636,Hz,              -77.54, dBm,
           911666302,Hz,              -77.58, dBm,
           913332968,Hz,              -77.13, dBm,
           914999634,Hz,              -77.76, dBm,
           916666300,Hz,              -78.74, dBm,
           918332966,Hz,              -77.78, dBm,
           919999632,Hz,              -78.51, dBm,
           921666298,Hz,              -77.58, dBm,
           923332964,Hz,              -78.78, dBm,
           924999630,Hz,              -77.84, dBm,
           926666296,Hz,              -78.92, dBm,
           928332962,Hz,              -77.57, dBm,
           929999628,Hz,              -79.29, dBm,
           931666294,Hz,              -78.10, dBm,
           933332960,Hz,              -77.41, dBm,
           934999626,Hz,              -76.37, dBm,
           936666292,Hz,              -77.53, dBm,
           938332958,Hz,              -77.72, dBm,
           939999624,Hz,              -76.52, dBm,
           941666290,Hz,              -77.21, dBm,
           943332956,Hz,              -77.77, dBm,
           944999622,Hz,              -77.43, dBm,
           946666288,Hz,              -78.32, dBm,
           948332954,Hz,              -77.72, dBm,
           949999620,Hz,              -77.74, dBm,
           951666286,Hz,              -76.92, dBm,
           953332952,Hz,              -77.13, dBm,
           954999618,Hz,              -76.96, dBm,
           956666284,Hz,              -76.39, dBm,
           958332950,Hz,              -77.80, dBm,
           959999616,Hz,              -78.23, dBm,
           961666282,Hz,              -77.00, dBm,
           963332948,Hz,              -77.50, dBm,
           964999614,Hz,              -77.71, dBm,
           966666280,Hz,              -76.89, dBm,
           968332946,Hz,              -77.66, dBm,
           969999612,Hz,              -77.11, dBm,
           971666278,Hz,              -77.66, dBm,
           973332944,Hz,              -78.37, dBm,
           974999610,Hz,              -78.27, dBm,
           976666276,Hz,              -77.94, dBm,
           978332942,Hz,              -76.06, dBm,
           979999608,Hz,              -77.56, dBm,
           981666274,Hz,              -78.37, dBm,
           983332940,Hz,              -78.46, dBm,
           984999606,Hz,              -78.53, dBm,
           986666272,Hz,              -78.25, dBm,
           988332938,Hz,              -76.97, dBm,
           989999604,Hz,              -77.50, dBm,
           991666270,Hz,              -77.63, dBm,
           993332936,Hz,              -77.43, dBm,
           994999602,Hz,              -78.18, dBm,
           996666268,Hz,              -76.60, dBm,
           998332934,Hz,              -78.47, dBm,
           999999600,Hz,              -74.63, dBm,
