Trace1,
Freq,,Amp,,
           113666553,Hz,              -80.74, dBm,
           113999886,Hz,              -79.88, dBm,
           114333219,Hz,              -81.60, dBm,
           114666552,Hz,              -80.94, dBm,
           114999885,Hz,              -58.29, dBm,
           115333218,Hz,              -79.67, dBm,
           115666551,Hz,              -79.52, dBm,
           115999884,Hz,              -81.27, dBm,
           116333217,Hz,              -81.39, dBm,
           116666550,Hz,              -81.25, dBm,
           116999883,Hz,              -78.83, dBm,
           117333216,Hz,              -80.76, dBm,
           117666549,Hz,              -80.47, dBm,
           117999882,Hz,              -80.94, dBm,
           118333215,Hz,              -80.23, dBm,
           118666548,Hz,              -78.29, dBm,
           118999881,Hz,              -80.81, dBm,
           119333214,Hz,              -80.55, dBm,
           119666547,Hz,              -81.96, dBm,
           119999880,Hz,              -81.77, dBm,
           120333213,Hz,              -81.03, dBm,
           120666546,Hz,              -78.91, dBm,
           120999879,Hz,              -80.94, dBm,
           121333212,Hz,              -80.83, dBm,
           121666545,Hz,              -80.14, dBm,
           121999878,Hz,              -80.22, dBm,
           122333211,Hz,              -81.29, dBm,
           122666544,Hz,              -80.69, dBm,
           122999877,Hz,              -81.58, dBm,
           123333210,Hz,              -80.93, dBm,
           123666543,Hz,              -79.86, dBm,
           123999876,Hz,              -78.14, dBm,
           124333209,Hz,              -79.63, dBm,
           124666542,Hz,              -79.70, dBm,
           124999875,Hz,              -60.09, dBm,
           125333208,Hz,              -81.07, dBm,
           125666541,Hz,              -80.49, dBm,
           125999874,Hz,              -81.63, dBm,
           126333207,Hz,              -79.68, dBm,
           126666540,Hz,              -80.38, dBm,
           126999873,Hz,              -80.55, dBm,
           127333206,Hz,              -81.01, dBm,
           127666539,Hz,              -79.27, dBm,
           127999872,Hz,              -81.03, dBm,
           128333205,Hz,              -80.06, dBm,
           128666538,Hz,              -79.31, dBm,
           128999871,Hz,              -81.93, dBm,
           129333204,Hz,              -81.38, dBm,
           129666537,Hz,              -83.10, dBm,
           129999870,Hz,              -82.03, dBm,
           130333203,Hz,              -81.54, dBm,
           130666536,Hz,              -79.81, dBm,
           130999869,Hz,              -80.64, dBm,
           131333202,Hz,              -79.87, dBm,
           131666535,Hz,              -80.97, dBm,
           131999868,Hz,              -80.84, dBm,
           132333201,Hz,              -80.61, dBm,
           132666534,Hz,              -81.53, dBm,
           132999867,Hz,              -80.55, dBm,
           133333200,Hz,              -79.48, dBm,
           133666533,Hz,              -78.88, dBm,
           133999866,Hz,              -79.53, dBm,
           134333199,Hz,              -79.93, dBm,
           134666532,Hz,              -79.79, dBm,
           134999865,Hz,              -61.69, dBm,
           135333198,Hz,              -81.43, dBm,
           135666531,Hz,              -81.35, dBm,
           135999864,Hz,              -79.49, dBm,
           136333197,Hz,              -80.79, dBm,
           136666530,Hz,              -80.90, dBm,
           136999863,Hz,              -81.46, dBm,
           137333196,Hz,              -81.84, dBm,
           137666529,Hz,              -80.80, dBm,
           137999862,Hz,              -80.78, dBm,
           138333195,Hz,              -79.94, dBm,
           138666528,Hz,              -80.54, dBm,
           138999861,Hz,              -80.43, dBm,
           139333194,Hz,              -81.39, dBm,
           139666527,Hz,              -81.50, dBm,
           139999860,Hz,              -81.23, dBm,
           140333193,Hz,              -80.29, dBm,
           140666526,Hz,              -80.17, dBm,
           140999859,Hz,              -81.21, dBm,
           141333192,Hz,              -81.97, dBm,
           141666525,Hz,              -79.31, dBm,
           141999858,Hz,              -80.23, dBm,
           142333191,Hz,              -78.32, dBm,
           142666524,Hz,              -78.27, dBm,
           142999857,Hz,              -79.51, dBm,
           143333190,Hz,              -82.26, dBm,
           143666523,Hz,              -80.61, dBm,
           143999856,Hz,              -81.92, dBm,
           144333189,Hz,              -80.39, dBm,
           144666522,Hz,              -80.39, dBm,
           144999855,Hz,              -62.49, dBm,
           145333188,Hz,              -79.99, dBm,
           145666521,Hz,              -80.49, dBm,
           145999854,Hz,              -80.07, dBm,
           146333187,Hz,              -80.68, dBm,
           146666520,Hz,              -81.25, dBm,
           146999853,Hz,              -78.89, dBm,
           147333186,Hz,              -78.90, dBm,
           147666519,Hz,              -81.44, dBm,
           147999852,Hz,              -78.93, dBm,
           148333185,Hz,              -81.03, dBm,
           148666518,Hz,              -82.07, dBm,
           148999851,Hz,              -80.56, dBm,
           149333184,Hz,              -80.18, dBm,
           149666517,Hz,              -80.40, dBm,
           149999850,Hz,              -80.66, dBm,
           150333183,Hz,              -80.26, dBm,
           150666516,Hz,              -80.03, dBm,
           150999849,Hz,              -80.81, dBm,
           151333182,Hz,              -81.23, dBm,
           151666515,Hz,              -80.85, dBm,
           151999848,Hz,              -79.90, dBm,
           152333181,Hz,              -80.75, dBm,
           152666514,Hz,              -79.54, dBm,
           152999847,Hz,              -79.71, dBm,
           153333180,Hz,              -81.77, dBm,
           153666513,Hz,              -79.58, dBm,
           153999846,Hz,              -80.88, dBm,
           154333179,Hz,              -80.29, dBm,
           154666512,Hz,              -80.49, dBm,
           154999845,Hz,              -63.68, dBm,
           155333178,Hz,              -81.69, dBm,
           155666511,Hz,              -80.49, dBm,
           155999844,Hz,              -82.08, dBm,
           156333177,Hz,              -79.72, dBm,
           156666510,Hz,              -80.78, dBm,
           156999843,Hz,              -79.82, dBm,
           157333176,Hz,              -81.57, dBm,
           157666509,Hz,              -81.28, dBm,
           157999842,Hz,              -81.04, dBm,
           158333175,Hz,              -80.57, dBm,
           158666508,Hz,              -81.19, dBm,
           158999841,Hz,              -79.07, dBm,
           159333174,Hz,              -80.50, dBm,
           159666507,Hz,              -81.73, dBm,
           159999840,Hz,              -80.57, dBm,
           160333173,Hz,              -79.29, dBm,
           160666506,Hz,              -81.87, dBm,
           160999839,Hz,              -79.20, dBm,
           161333172,Hz,              -80.53, dBm,
           161666505,Hz,              -80.55, dBm,
           161999838,Hz,              -80.15, dBm,
           162333171,Hz,              -80.99, dBm,
           162666504,Hz,              -81.54, dBm,
           162999837,Hz,              -81.00, dBm,
           163333170,Hz,              -81.81, dBm,
           163666503,Hz,              -80.84, dBm,
           163999836,Hz,              -81.00, dBm,
           164333169,Hz,              -79.92, dBm,
           164666502,Hz,              -81.26, dBm,
           164999835,Hz,              -65.58, dBm,
           165333168,Hz,              -80.14, dBm,
           165666501,Hz,              -80.38, dBm,
           165999834,Hz,              -78.63, dBm,
           166333167,Hz,              -76.36, dBm,
           166666500,Hz,              -68.72, dBm,
           166999833,Hz,              -79.93, dBm,
           167333166,Hz,              -81.50, dBm,
           167666499,Hz,              -80.28, dBm,
           167999832,Hz,              -81.08, dBm,
           168333165,Hz,              -81.08, dBm,
           168666498,Hz,              -80.43, dBm,
           168999831,Hz,              -79.69, dBm,
           169333164,Hz,              -79.48, dBm,
           169666497,Hz,              -79.82, dBm,
           169999830,Hz,              -80.76, dBm,
           170333163,Hz,              -82.88, dBm,
           170666496,Hz,              -80.70, dBm,
           170999829,Hz,              -80.15, dBm,
           171333162,Hz,              -80.37, dBm,
           171666495,Hz,              -79.44, dBm,
           171999828,Hz,              -80.94, dBm,
           172333161,Hz,              -80.49, dBm,
           172666494,Hz,              -81.39, dBm,
           172999827,Hz,              -81.12, dBm,
           173333160,Hz,              -78.72, dBm,
           173666493,Hz,              -77.63, dBm,
           173999826,Hz,              -78.83, dBm,
           174333159,Hz,              -80.78, dBm,
           174666492,Hz,              -80.97, dBm,
           174999825,Hz,              -67.31, dBm,
           175333158,Hz,              -80.72, dBm,
           175666491,Hz,              -78.65, dBm,
           175999824,Hz,              -81.11, dBm,
           176333157,Hz,              -80.86, dBm,
           176666490,Hz,              -80.66, dBm,
           176999823,Hz,              -81.68, dBm,
           177333156,Hz,              -79.73, dBm,
           177666489,Hz,              -80.66, dBm,
           177999822,Hz,              -81.32, dBm,
           178333155,Hz,              -77.73, dBm,
           178666488,Hz,              -81.08, dBm,
           178999821,Hz,              -79.40, dBm,
           179333154,Hz,              -78.50, dBm,
           179666487,Hz,              -82.47, dBm,
           179999820,Hz,              -80.14, dBm,
           180333153,Hz,              -78.71, dBm,
           180666486,Hz,              -80.81, dBm,
           180999819,Hz,              -80.16, dBm,
           181333152,Hz,              -80.76, dBm,
           181666485,Hz,              -79.17, dBm,
           181999818,Hz,              -79.48, dBm,
           182333151,Hz,              -79.32, dBm,
           182666484,Hz,              -80.26, dBm,
           182999817,Hz,              -81.54, dBm,
           183333150,Hz,              -79.01, dBm,
           183666483,Hz,              -80.46, dBm,
           183999816,Hz,              -79.47, dBm,
           184333149,Hz,              -79.90, dBm,
           184666482,Hz,              -79.77, dBm,
           184999815,Hz,              -67.91, dBm,
           185333148,Hz,              -80.97, dBm,
           185666481,Hz,              -81.31, dBm,
           185999814,Hz,              -78.90, dBm,
           186333147,Hz,              -81.54, dBm,
           186666480,Hz,              -78.30, dBm,
           186999813,Hz,              -79.24, dBm,
           187333146,Hz,              -80.01, dBm,
           187666479,Hz,              -80.78, dBm,
           187999812,Hz,              -79.65, dBm,
           188333145,Hz,              -80.66, dBm,
           188666478,Hz,              -81.74, dBm,
           188999811,Hz,              -78.89, dBm,
           189333144,Hz,              -79.56, dBm,
           189666477,Hz,              -79.27, dBm,
           189999810,Hz,              -79.02, dBm,
           190333143,Hz,              -79.98, dBm,
           190666476,Hz,              -79.90, dBm,
           190999809,Hz,              -80.69, dBm,
           191333142,Hz,              -81.25, dBm,
           191666475,Hz,              -80.29, dBm,
           191999808,Hz,              -76.45, dBm,
           192333141,Hz,              -80.62, dBm,
           192666474,Hz,              -81.21, dBm,
           192999807,Hz,              -81.73, dBm,
           193333140,Hz,              -78.56, dBm,
           193666473,Hz,              -78.95, dBm,
           193999806,Hz,              -81.52, dBm,
           194333139,Hz,              -80.77, dBm,
           194666472,Hz,              -80.32, dBm,
           194999805,Hz,              -68.74, dBm,
           195333138,Hz,              -79.34, dBm,
           195666471,Hz,              -81.12, dBm,
           195999804,Hz,              -80.69, dBm,
           196333137,Hz,              -82.47, dBm,
           196666470,Hz,              -81.85, dBm,
           196999803,Hz,              -79.41, dBm,
           197333136,Hz,              -79.13, dBm,
           197666469,Hz,              -79.74, dBm,
           197999802,Hz,              -78.49, dBm,
           198333135,Hz,              -80.93, dBm,
           198666468,Hz,              -81.11, dBm,
           198999801,Hz,              -80.85, dBm,
           199333134,Hz,              -79.54, dBm,
           199666467,Hz,              -80.82, dBm,
           199999800,Hz,              -76.73, dBm,
